@RELATION knnModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {gun_shot,car_horn}

@DATA
0.013996,0.085995,3.150185,0.051037,0.114139,0.023110,0.005211,0.019671,-20.975810,2.524301,-0.625588,0.132157,-0.027493,-0.017166,-0.098877,0.026655,-0.071638,-0.155408,-0.105507,-0.127515,0.005030,0.016335,0.007332,0.037815,0.020061,0.026627,0.012641,0.041411,0.002763,0.010873,0.024019,0.023377,0.007714,0.017253,0.003385,0.025354,0.084333,0.018092,0.037893,0.031521,0.001414,0.004843,0.370908,0.331726,0.245741,0.178440,0.165196,0.179433,0.142580,0.140689,0.139389,0.144052,0.137224,0.128238,0.134454,0.010292,0.006821,0.019692,0.013461,0.015772,0.008270,0.018974,0.002439,0.007175,0.015625,0.011979,0.005908,0.004336,gun_shot
0.020248,0.053808,3.186756,0.054148,0.107812,0.034224,0.003850,0.028817,-21.090005,1.765532,-0.796311,0.011970,-0.164016,-0.187562,-0.036318,-0.010834,-0.058165,-0.029383,-0.117897,-0.032913,0.005808,0.014384,0.012506,0.024112,0.015202,0.018613,0.012819,0.026129,0.005184,0.013373,0.016334,0.017067,0.009207,0.011343,0.003225,0.022064,0.086461,0.014045,0.033574,0.020177,0.001050,0.004202,0.456691,0.310745,0.413556,0.226161,0.173384,0.201536,0.145729,0.149542,0.156560,0.142434,0.134976,0.139159,0.142891,0.008265,0.012698,0.013554,0.008915,0.012676,0.007413,0.014986,0.003715,0.008238,0.009807,0.009093,0.007220,0.004094,gun_shot
0.019016,0.073824,3.172921,0.055144,0.112712,0.038209,0.004386,0.028867,-20.941202,2.069005,-0.527133,0.065954,-0.103086,-0.067687,-0.054529,0.017295,-0.086211,-0.137664,-0.152676,-0.099586,0.005424,0.014819,0.008116,0.034375,0.018460,0.025604,0.011955,0.036590,0.003728,0.010971,0.019091,0.019608,0.007100,0.015210,0.004008,0.022218,0.083600,0.015479,0.034717,0.027819,0.001163,0.007101,0.373550,0.316435,0.279030,0.181466,0.176112,0.179298,0.144989,0.154859,0.142087,0.147074,0.138529,0.145491,0.137072,0.008942,0.006423,0.016759,0.012187,0.014903,0.008351,0.018145,0.002901,0.007443,0.012146,0.010868,0.005376,0.004416,gun_shot
0.006652,0.010970,3.237022,0.052961,0.167024,0.063275,0.010184,0.010417,-45.026267,0.319418,0.027171,0.120920,0.074710,0.105673,0.053981,0.063936,0.050258,0.028362,0.005557,0.025684,0.016373,0.000612,0.000211,0.017293,0.000548,0.143606,0.000322,0.022317,0.000152,0.000220,0.000845,0.006919,0.000278,0.047315,0.006605,0.024444,0.080392,0.017159,0.013316,0.099946,0.036985,0.016557,2.991011,0.405566,0.122558,0.139429,0.116351,0.098046,0.078187,0.078751,0.073481,0.054599,0.057775,0.061373,0.047947,0.001111,0.000270,0.021035,0.000659,0.018257,0.000375,0.029003,0.000152,0.000220,0.001294,0.009795,0.000298,0.004413,gun_shot
0.043013,0.008453,3.104305,0.119960,0.187091,0.299116,0.005476,0.058961,-25.342985,1.727910,0.039438,0.393068,0.092815,-0.069619,-0.675231,-0.041811,-0.382093,-0.372028,-0.128662,-0.111991,-0.032942,0.030190,0.007302,0.039146,0.041140,0.023925,0.023789,0.033262,0.000963,0.007116,0.017176,0.013186,0.002185,0.019431,0.009031,0.012892,0.101847,0.013138,0.014976,0.146643,0.002121,0.019181,0.927997,0.283371,0.304323,0.201444,0.072431,0.215286,0.155082,0.133023,0.107612,0.088859,0.103360,0.077583,0.091898,0.020724,0.001464,0.016218,0.022794,0.010557,0.013994,0.012072,0.000602,0.003448,0.013996,0.007882,0.000734,0.004269,gun_shot
0.138952,0.013191,2.809690,0.232247,0.204575,1.362729,0.007721,0.251906,-27.807736,-0.290785,0.071643,0.417670,-0.083520,-0.087802,-0.077750,0.117902,-0.132022,-0.028810,-0.011216,0.073850,0.006312,0.009231,0.003299,0.016168,0.005314,0.033016,0.005603,0.018366,0.002437,0.004524,0.006939,0.011848,0.003122,0.013761,0.084218,0.023066,0.362879,0.055047,0.010419,0.753518,0.013196,0.168139,3.254897,0.883454,0.514052,0.325946,0.357231,0.299895,0.176571,0.196319,0.236670,0.231151,0.160951,0.123545,0.132837,0.010128,0.003012,0.020346,0.003796,0.037729,0.004522,0.023695,0.002640,0.003219,0.004188,0.011841,0.003257,0.014329,gun_shot
0.071537,0.044522,3.062477,0.135531,0.161582,0.582487,0.010535,0.127609,-25.613803,1.645424,-0.931600,-0.217834,-0.486722,-0.329117,-0.305273,-0.123154,-0.024232,0.012695,-0.007135,0.065873,0.055011,0.012448,0.012563,0.011706,0.010240,0.020832,0.013270,0.021115,0.003678,0.013787,0.014596,0.017011,0.011469,0.011548,0.055358,0.061944,0.409034,0.067616,0.049200,0.569394,0.019073,0.115636,4.335133,0.498419,0.640020,0.375649,0.353867,0.259290,0.263046,0.193671,0.172775,0.134687,0.153353,0.111727,0.156981,0.008447,0.009300,0.009209,0.006357,0.024542,0.008369,0.012687,0.003427,0.010563,0.011222,0.013486,0.010764,0.006660,gun_shot
0.080550,0.009218,2.964555,0.159359,0.169804,0.872711,0.011608,0.172104,-27.412632,1.465394,-0.646275,-0.351965,-0.315574,-0.387199,-0.245598,-0.138371,0.038872,0.050174,0.124887,0.051509,0.091380,0.008526,0.007482,0.008944,0.006561,0.038876,0.009106,0.015564,0.002621,0.009740,0.011211,0.011313,0.009406,0.012710,0.042075,0.012046,0.401045,0.045526,0.029625,0.522215,0.032419,0.114158,3.029181,0.649331,0.723670,0.419003,0.313789,0.282305,0.205505,0.160272,0.163813,0.174309,0.169100,0.164896,0.135154,0.006088,0.007136,0.007095,0.003809,0.033369,0.006812,0.011397,0.002430,0.008629,0.009493,0.006905,0.006283,0.008581,gun_shot
0.065415,0.027462,3.106578,0.130597,0.154726,0.659273,0.014837,0.129809,-25.620538,1.668509,-0.814039,-0.241026,-0.397001,-0.326365,-0.310425,-0.116196,0.017028,0.037666,0.086075,0.033594,0.064620,0.010323,0.009766,0.011999,0.007839,0.035428,0.010418,0.020965,0.002659,0.011623,0.011977,0.015549,0.009846,0.013222,0.030352,0.030849,0.221225,0.039029,0.033528,0.487259,0.046062,0.094007,3.156612,0.575463,0.731305,0.375774,0.368282,0.261505,0.189491,0.154023,0.157423,0.146352,0.174770,0.172567,0.136308,0.006670,0.011009,0.009863,0.005302,0.029970,0.008031,0.014017,0.002123,0.007983,0.008795,0.014218,0.007931,0.007305,gun_shot
0.085744,0.000516,2.889965,0.226483,0.242554,0.631200,0.015197,0.089084,-35.105494,0.915801,-0.449469,0.159142,-0.085406,0.238571,0.165244,0.139167,0.127540,0.168130,0.109519,0.048974,0.092219,0.002980,0.002421,0.028474,0.002743,0.060078,0.002703,0.120708,0.002273,0.002484,0.002680,0.006945,0.002308,0.041933,0.047132,0.000993,0.361998,0.056122,0.038305,0.479823,0.020238,0.098463,3.342784,0.678076,0.400959,0.294616,0.254434,0.155982,0.179630,0.145254,0.135113,0.138802,0.136738,0.124955,0.120775,0.002557,0.002391,0.028182,0.002826,0.045500,0.002696,0.096630,0.002292,0.002303,0.002175,0.006155,0.002114,0.023017,gun_shot
0.027622,0.002275,3.091393,0.088164,0.164803,0.087100,0.007027,0.033827,-28.686961,2.537233,-0.483977,0.130901,-0.537991,-0.162157,-0.303065,0.105869,0.065993,0.300339,0.007159,-0.064107,-0.117333,0.019929,0.011554,0.030326,0.011406,0.013950,0.013103,0.051841,0.003284,0.012757,0.025223,0.024318,0.016046,0.018816,0.008632,0.003974,0.140436,0.026433,0.037834,0.115342,0.003844,0.014564,1.927544,0.538896,0.306294,0.169674,0.288765,0.204716,0.174618,0.164766,0.157236,0.161320,0.157879,0.160019,0.115535,0.013041,0.009379,0.018959,0.009401,0.008350,0.012212,0.048864,0.004198,0.009494,0.018605,0.014712,0.011202,0.011691,gun_shot
0.032896,0.002973,3.152548,0.095680,0.169727,0.119582,0.005250,0.047310,-27.851182,2.197902,-0.565230,0.239662,-0.416630,-0.028838,-0.006355,0.239569,-0.016151,0.052123,0.008564,0.036238,-0.023135,0.014752,0.010697,0.033146,0.014871,0.018747,0.012384,0.048014,0.003687,0.009747,0.014203,0.025073,0.011106,0.015909,0.007436,0.005296,0.144690,0.021415,0.032693,0.102789,0.003123,0.015770,1.774138,0.532714,0.245892,0.182065,0.229653,0.194162,0.201520,0.201908,0.141051,0.130344,0.149050,0.148206,0.180391,0.009067,0.008849,0.015899,0.011145,0.009879,0.008677,0.033598,0.002525,0.006572,0.006973,0.011745,0.007690,0.007732,gun_shot
0.031055,0.000707,2.983408,0.121387,0.211850,0.069087,0.008237,0.025264,-32.411762,2.711212,-0.042950,0.750115,-0.082864,0.035509,-0.208224,0.087009,0.052001,0.119590,0.010071,-0.046372,-0.020223,0.016033,0.002855,0.056700,0.013488,0.019781,0.008449,0.117298,0.000932,0.005945,0.013810,0.035636,0.003906,0.037646,0.010614,0.001811,0.217739,0.032732,0.038767,0.024831,0.004207,0.010277,2.216520,0.248915,0.238092,0.170768,0.201078,0.141310,0.147543,0.162331,0.148630,0.132530,0.145947,0.151344,0.147415,0.014201,0.002602,0.043611,0.015029,0.013267,0.009033,0.062742,0.000856,0.005496,0.008851,0.020876,0.003018,0.015690,gun_shot
0.011634,0.052376,3.129809,0.102592,0.179758,0.067922,0.027686,0.013850,-31.607915,1.476647,-0.899908,0.209365,0.475766,0.022865,0.062766,0.091031,0.111271,0.069477,0.047398,0.044962,0.004570,0.001850,0.001359,0.010646,0.001325,0.001285,0.001115,0.166129,0.001184,0.001484,0.001471,0.003393,0.001644,0.045797,0.014877,0.092499,0.231441,0.026116,0.034015,0.098993,0.049479,0.021347,2.876304,0.644336,0.558676,0.216303,0.194037,0.161526,0.183522,0.147617,0.160456,0.142458,0.141949,0.129344,0.127662,0.002632,0.002329,0.017528,0.002057,0.001598,0.001671,0.040799,0.002099,0.002484,0.002140,0.004830,0.002604,0.011320,gun_shot
0.019230,0.078633,2.944484,0.118565,0.164633,0.198303,0.027686,0.029873,-28.637760,1.264869,-0.552647,0.084271,0.459298,0.105330,0.198883,0.102406,0.133950,0.076400,0.082738,0.076012,0.057854,0.001435,0.001262,0.035016,0.001461,0.002014,0.001293,0.182217,0.000600,0.001290,0.001399,0.005341,0.001109,0.052320,0.021058,0.104817,0.403622,0.045839,0.043452,0.249834,0.030626,0.061497,1.765007,0.486722,0.550547,0.297283,0.251396,0.185940,0.190165,0.173877,0.164604,0.139716,0.132943,0.124931,0.114321,0.002334,0.002427,0.035146,0.002462,0.003283,0.001963,0.061699,0.001017,0.002177,0.002049,0.006584,0.001723,0.015729,gun_shot
0.010898,0.035515,3.096324,0.088222,0.153812,0.081736,0.014902,0.013732,-30.776150,1.417692,-0.957123,0.031807,0.483390,0.167108,0.250122,0.177821,0.110848,0.108133,0.072391,0.040324,0.001535,0.002166,0.001720,0.010674,0.001240,0.001461,0.001803,0.160548,0.001780,0.001545,0.002194,0.004405,0.002098,0.044174,0.011900,0.083888,0.239082,0.025191,0.027159,0.081977,0.019462,0.016973,2.082605,0.410610,0.604644,0.245121,0.183370,0.193321,0.178708,0.151238,0.139195,0.149286,0.138667,0.098644,0.117045,0.003090,0.002672,0.011824,0.001818,0.001485,0.003170,0.051450,0.003576,0.002168,0.002741,0.006857,0.003022,0.013831,gun_shot
0.019281,0.004707,2.820838,0.119054,0.190533,0.156071,0.024372,0.029789,-33.397824,1.689081,-0.395833,0.157518,0.461484,0.234698,0.225273,0.224382,0.174633,0.128553,0.101687,0.060356,0.060282,0.000883,0.000430,0.049343,0.000770,0.002048,0.000506,0.203620,0.000250,0.000569,0.001093,0.009301,0.000503,0.059347,0.026902,0.007171,0.403214,0.046862,0.028077,0.281263,0.029580,0.070351,1.695431,0.467754,0.478353,0.240137,0.183667,0.170142,0.149234,0.150559,0.133872,0.124650,0.131965,0.145888,0.132294,0.001283,0.000725,0.048500,0.001219,0.002147,0.000518,0.071579,0.000289,0.000974,0.001253,0.009134,0.000629,0.018405,gun_shot
0.014460,0.033356,3.116157,0.116614,0.157043,0.179428,0.011476,0.026803,-31.798653,1.123920,-0.334117,-0.025028,0.194403,0.201673,0.134359,0.222103,0.122538,-0.004234,0.005197,0.071285,0.026279,0.000956,0.001089,0.006638,0.000749,0.000882,0.000475,0.165525,0.000346,0.000371,0.000807,0.002364,0.000680,0.045717,0.026172,0.053388,0.259202,0.051576,0.028950,0.328061,0.018988,0.062905,1.336176,0.562753,0.422713,0.182882,0.199953,0.142270,0.150349,0.124102,0.188410,0.144544,0.154987,0.132861,0.117197,0.001272,0.002158,0.009461,0.001158,0.001302,0.000581,0.039272,0.000688,0.000586,0.001016,0.004030,0.001001,0.010605,gun_shot
0.015788,0.013024,3.129538,0.124009,0.187056,0.127034,0.017874,0.018927,-33.048419,1.358326,-0.242176,0.195001,0.329692,0.158392,0.120127,0.132632,0.063234,-0.022415,0.008693,-0.003501,-0.013594,0.001501,0.001269,0.008365,0.001196,0.001693,0.001286,0.158774,0.001021,0.001332,0.001581,0.003006,0.001760,0.043806,0.013568,0.023740,0.185402,0.029214,0.028815,0.135937,0.023206,0.023615,2.063710,0.541161,0.398467,0.207339,0.171027,0.188786,0.181309,0.137750,0.136869,0.124489,0.128552,0.137790,0.136652,0.001509,0.001774,0.013590,0.001226,0.001731,0.001398,0.033981,0.001392,0.001727,0.001421,0.003978,0.002795,0.009480,gun_shot
0.005799,0.037758,3.198515,0.083864,0.149396,0.060240,0.015499,0.009385,-31.715849,1.276211,-0.480799,0.008038,0.163796,0.157709,0.065365,0.279811,0.203233,0.041653,-0.030302,0.052833,0.009371,0.001424,0.000829,0.006147,0.000624,0.000767,0.000570,0.164584,0.000235,0.000400,0.000777,0.001317,0.000492,0.045374,0.006066,0.065422,0.193597,0.019307,0.023509,0.065454,0.025348,0.011142,1.148324,0.277350,0.382820,0.224503,0.153578,0.160628,0.138096,0.160073,0.137316,0.127208,0.159308,0.141352,0.122204,0.002734,0.001314,0.009518,0.000719,0.000850,0.000638,0.021090,0.000309,0.000563,0.000980,0.001309,0.000542,0.005842,gun_shot
0.019356,0.228835,3.136922,0.126523,0.167594,0.247174,0.066552,0.030046,-24.903714,0.774785,-0.630588,-0.077161,0.360098,-0.079146,0.133107,0.047050,0.164987,0.058058,0.045183,0.000063,0.040189,0.001102,0.001064,0.009067,0.000919,0.001383,0.000878,0.164075,0.000424,0.000828,0.001324,0.002193,0.000846,0.045184,0.030536,0.203253,0.299511,0.045505,0.033755,0.315889,0.078859,0.056453,2.165255,0.531538,0.455971,0.286743,0.267103,0.235267,0.176217,0.156259,0.117441,0.150285,0.139387,0.126853,0.166968,0.001779,0.002014,0.015802,0.001556,0.001929,0.001657,0.046434,0.000639,0.001143,0.002117,0.002948,0.001418,0.012795,gun_shot
